hotel_key,hotel_public_id,target_date,horizon_days,prediction_cutoff,partition,target_room_nights,day_of_week,day_of_month,month,week_of_year,day_of_year,is_weekend,demand_lag_1,demand_lag_7,demand_lag_14,demand_lag_28,demand_rolling_mean_7,demand_rolling_mean_14,demand_rolling_mean_28,on_books_room_nights_at_cutoff,rooms_existing_at_cutoff
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-10-11,1,2016-10-11T00:00:00+00:00,train,152,1,11,10,41,285,0,159,184,174,179,176.71428571428572,178.14285714285714,178.35714285714286,150,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-10-11,1,2016-10-11T00:00:00+00:00,train,207,1,11,10,41,285,0,209,213,220,225,213.57142857142858,212.57142857142858,214.96428571428572,210,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-10-12,1,2016-10-12T00:00:00+00:00,train,177,2,12,10,41,286,0,152,179,182,172,172.14285714285714,176.57142857142858,177.39285714285714,176,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-10-12,1,2016-10-12T00:00:00+00:00,train,208,2,12,10,41,286,0,207,205,225,225,212.71428571428572,211.64285714285714,214.32142857142858,204,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-10-13,1,2016-10-13T00:00:00+00:00,train,176,3,13,10,41,287,0,177,178,183,182,171.85714285714286,176.21428571428572,177.57142857142858,173,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-10-13,1,2016-10-13T00:00:00+00:00,train,212,3,13,10,41,287,0,208,224,192,221,213.14285714285714,210.42857142857142,213.71428571428572,202,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-10-14,1,2016-10-14T00:00:00+00:00,train,181,4,14,10,41,288,0,176,180,183,181,171.57142857142858,175.71428571428572,177.35714285714286,181,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-10-14,1,2016-10-14T00:00:00+00:00,train,223,4,14,10,41,288,0,212,213,220,224,211.42857142857142,211.85714285714286,213.39285714285714,224,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-10-15,1,2016-10-15T00:00:00+00:00,train,178,5,15,10,41,289,1,181,179,184,181,171.71428571428572,175.57142857142858,177.35714285714286,177,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-10-15,1,2016-10-15T00:00:00+00:00,train,222,5,15,10,41,289,1,223,215,211,222,212.85714285714286,212.07142857142858,213.35714285714286,217,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-10-16,1,2016-10-16T00:00:00+00:00,train,183,6,16,10,41,290,1,178,178,179,182,171.57142857142858,175.14285714285714,177.25,184,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-10-16,1,2016-10-16T00:00:00+00:00,train,170,6,16,10,41,290,1,222,216,193,200,213.85714285714286,212.85714285714286,213.35714285714286,168,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-10-17,1,2016-10-17T00:00:00+00:00,train,155,0,17,10,42,291,0,183,159,172,172,172.28571428571428,175.42857142857142,177.28571428571428,152,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-10-17,1,2016-10-17T00:00:00+00:00,train,207,0,17,10,42,291,0,170,209,220,224,207.28571428571428,211.21428571428572,212.28571428571428,203,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-10-18,1,2016-10-18T00:00:00+00:00,train,174,1,18,10,42,292,0,155,152,184,183,171.71428571428572,174.21428571428572,176.67857142857142,172,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-10-18,1,2016-10-18T00:00:00+00:00,train,211,1,18,10,42,292,0,207,207,213,216,207.0,210.28571428571428,211.67857142857142,214,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-10-19,1,2016-10-19T00:00:00+00:00,train,172,2,19,10,42,293,0,174,177,179,182,174.85714285714286,173.5,176.35714285714286,168,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-10-19,1,2016-10-19T00:00:00+00:00,train,205,2,19,10,42,293,0,211,208,205,224,207.57142857142858,210.14285714285714,211.5,204,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-10-20,1,2016-10-20T00:00:00+00:00,train,179,3,20,10,42,294,0,172,176,178,183,174.14285714285714,173.0,176.0,177,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-10-20,1,2016-10-20T00:00:00+00:00,train,204,3,20,10,42,294,0,205,212,224,226,207.14285714285714,210.14285714285714,210.82142857142858,203,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-10-21,1,2016-10-21T00:00:00+00:00,train,165,4,21,10,42,295,0,179,181,180,178,174.57142857142858,173.07142857142858,175.85714285714286,162,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-10-21,1,2016-10-21T00:00:00+00:00,train,193,4,21,10,42,295,0,204,223,213,226,206.0,208.71428571428572,210.03571428571428,192,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-10-22,1,2016-10-22T00:00:00+00:00,train,176,5,22,10,42,296,1,165,178,179,183,172.28571428571428,172.0,175.39285714285714,172,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-10-22,1,2016-10-22T00:00:00+00:00,train,189,5,22,10,42,296,1,193,222,215,223,201.71428571428572,207.28571428571428,208.85714285714286,185,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-10-23,1,2016-10-23T00:00:00+00:00,train,180,6,23,10,42,297,1,176,183,178,160,172.0,171.78571428571428,175.14285714285714,176,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-10-23,1,2016-10-23T00:00:00+00:00,train,217,6,23,10,42,297,1,189,170,216,180,197.0,205.42857142857142,207.64285714285714,217,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-10-24,1,2016-10-24T00:00:00+00:00,train,160,0,24,10,43,298,0,180,155,159,182,171.57142857142858,171.92857142857142,175.85714285714286,156,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-10-24,1,2016-10-24T00:00:00+00:00,train,225,0,24,10,43,298,0,217,207,209,207,203.71428571428572,205.5,208.96428571428572,222,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-10-25,1,2016-10-25T00:00:00+00:00,train,171,1,25,10,43,299,0,160,174,152,174,172.28571428571428,172.0,175.07142857142858,170,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-10-25,1,2016-10-25T00:00:00+00:00,train,217,1,25,10,43,299,0,225,211,207,220,206.28571428571428,206.64285714285714,209.60714285714286,217,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-10-26,1,2016-10-26T00:00:00+00:00,train,179,2,26,10,43,300,0,171,172,177,182,171.85714285714286,173.35714285714286,174.96428571428572,174,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-10-26,1,2016-10-26T00:00:00+00:00,train,224,2,26,10,43,300,0,217,205,208,225,207.14285714285714,207.35714285714286,209.5,223,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-10-27,1,2016-10-27T00:00:00+00:00,train,154,3,27,10,43,301,0,179,179,176,183,172.85714285714286,173.5,174.85714285714286,150,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-10-27,1,2016-10-27T00:00:00+00:00,train,217,3,27,10,43,301,0,224,204,212,192,209.85714285714286,208.5,209.46428571428572,216,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-10-28,1,2016-10-28T00:00:00+00:00,train,161,4,28,10,43,302,0,154,165,181,183,169.28571428571428,171.92857142857142,173.82142857142858,158,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-10-28,1,2016-10-28T00:00:00+00:00,train,214,4,28,10,43,302,0,217,193,223,220,211.71428571428572,208.85714285714286,210.35714285714286,220,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-10-29,1,2016-10-29T00:00:00+00:00,train,182,5,29,10,43,303,1,161,176,178,184,168.71428571428572,170.5,173.03571428571428,178,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-10-29,1,2016-10-29T00:00:00+00:00,train,214,5,29,10,43,303,1,214,189,222,211,214.71428571428572,208.21428571428572,210.14285714285714,208,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-10-30,1,2016-10-30T00:00:00+00:00,train,168,6,30,10,43,304,1,182,180,183,179,169.57142857142858,170.78571428571428,172.96428571428572,167,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-10-30,1,2016-10-30T00:00:00+00:00,train,218,6,30,10,43,304,1,214,217,170,193,218.28571428571428,207.64285714285714,210.25,215,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-10-31,1,2016-10-31T00:00:00+00:00,train,178,0,31,10,44,305,0,168,160,155,172,167.85714285714286,169.71428571428572,172.57142857142858,170,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-10-31,1,2016-10-31T00:00:00+00:00,train,220,0,31,10,44,305,0,218,225,207,220,218.42857142857142,211.07142857142858,211.14285714285714,219,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-11-01,1,2016-11-01T00:00:00+00:00,train,168,1,1,11,44,306,0,178,171,174,184,170.42857142857142,171.35714285714286,172.78571428571428,166,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-11-01,1,2016-11-01T00:00:00+00:00,train,190,1,1,11,44,306,0,220,217,211,213,217.71428571428572,212.0,211.14285714285714,189,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-11-02,1,2016-11-02T00:00:00+00:00,train,164,2,2,11,44,307,0,168,179,172,179,170.0,170.92857142857142,172.21428571428572,161,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-11-02,1,2016-11-02T00:00:00+00:00,train,210,2,2,11,44,307,0,190,224,205,205,213.85714285714286,210.5,210.32142857142858,214,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-11-03,1,2016-11-03T00:00:00+00:00,train,176,3,3,11,44,308,0,164,154,179,178,167.85714285714286,170.35714285714286,171.67857142857142,174,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-11-03,1,2016-11-03T00:00:00+00:00,train,200,3,3,11,44,308,0,210,217,204,224,211.85714285714286,210.85714285714286,210.5,200,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-11-04,1,2016-11-04T00:00:00+00:00,train,172,4,4,11,44,309,0,176,161,165,180,171.0,170.14285714285714,171.60714285714286,170,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-11-04,1,2016-11-04T00:00:00+00:00,train,195,4,4,11,44,309,0,200,214,193,213,209.42857142857142,210.57142857142858,209.64285714285714,200,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-11-05,1,2016-11-05T00:00:00+00:00,train,170,5,5,11,44,310,1,172,182,176,179,172.57142857142858,170.64285714285714,171.32142857142858,167,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-11-05,1,2016-11-05T00:00:00+00:00,train,185,5,5,11,44,310,1,195,214,189,215,206.71428571428572,210.71428571428572,209.0,180,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-11-06,1,2016-11-06T00:00:00+00:00,train,144,6,6,11,44,311,1,170,168,180,178,170.85714285714286,170.21428571428572,171.0,143,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-11-06,1,2016-11-06T00:00:00+00:00,train,148,6,6,11,44,311,1,185,218,217,216,202.57142857142858,210.42857142857142,207.92857142857142,149,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-11-07,1,2016-11-07T00:00:00+00:00,train,147,0,7,11,45,312,0,144,178,160,159,167.42857142857142,167.64285714285714,169.78571428571428,142,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-11-07,1,2016-11-07T00:00:00+00:00,train,186,0,7,11,45,312,0,148,220,225,209,192.57142857142858,205.5,205.5,186,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-11-08,1,2016-11-08T00:00:00+00:00,train,157,1,8,11,45,313,0,147,168,171,152,163.0,166.71428571428572,169.35714285714286,154,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-11-08,1,2016-11-08T00:00:00+00:00,train,198,1,8,11,45,313,0,186,190,217,207,187.71428571428572,202.71428571428572,204.67857142857142,199,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-11-09,1,2016-11-09T00:00:00+00:00,train,155,2,9,11,45,314,0,157,164,179,177,161.42857142857142,165.71428571428572,169.53571428571428,155,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-11-09,1,2016-11-09T00:00:00+00:00,train,189,2,9,11,45,314,0,198,210,224,208,188.85714285714286,201.35714285714286,204.35714285714286,190,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-11-10,1,2016-11-10T00:00:00+00:00,validation,158,3,10,11,45,315,0,155,176,154,176,160.14285714285714,164.0,168.75,157,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-11-10,1,2016-11-10T00:00:00+00:00,validation,166,3,10,11,45,315,0,189,200,217,212,185.85714285714286,198.85714285714286,203.67857142857142,166,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-11-11,1,2016-11-11T00:00:00+00:00,validation,161,4,11,11,45,316,0,158,172,161,181,157.57142857142858,164.28571428571428,168.10714285714286,156,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-11-11,1,2016-11-11T00:00:00+00:00,validation,199,4,11,11,45,316,0,166,195,214,223,181.0,195.21428571428572,202.03571428571428,200,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-11-12,1,2016-11-12T00:00:00+00:00,validation,138,5,12,11,45,317,1,161,170,182,178,156.0,164.28571428571428,167.39285714285714,135,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-11-12,1,2016-11-12T00:00:00+00:00,validation,203,5,12,11,45,317,1,199,185,214,222,181.57142857142858,194.14285714285714,201.17857142857142,206,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-11-13,1,2016-11-13T00:00:00+00:00,validation,131,6,13,11,45,318,1,138,144,168,183,151.42857142857142,161.14285714285714,165.96428571428572,130,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-11-13,1,2016-11-13T00:00:00+00:00,validation,193,6,13,11,45,318,1,203,148,218,170,184.14285714285714,193.35714285714286,200.5,194,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-11-14,1,2016-11-14T00:00:00+00:00,validation,152,0,14,11,46,319,0,131,147,178,155,149.57142857142858,158.5,164.10714285714286,147,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-11-14,1,2016-11-14T00:00:00+00:00,validation,201,0,14,11,46,319,0,193,186,220,207,190.57142857142858,191.57142857142858,201.32142857142858,197,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-11-15,1,2016-11-15T00:00:00+00:00,validation,164,1,15,11,46,320,0,152,157,168,174,150.28571428571428,156.64285714285714,164.0,153,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-11-15,1,2016-11-15T00:00:00+00:00,validation,177,1,15,11,46,320,0,201,198,190,211,192.71428571428572,190.21428571428572,201.10714285714286,176,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-11-16,1,2016-11-16T00:00:00+00:00,validation,141,2,16,11,46,321,0,164,155,164,172,151.28571428571428,156.35714285714286,163.64285714285714,136,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-11-16,1,2016-11-16T00:00:00+00:00,validation,199,2,16,11,46,321,0,177,189,210,205,189.71428571428572,189.28571428571428,199.89285714285714,197,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-11-17,1,2016-11-17T00:00:00+00:00,validation,148,3,17,11,46,322,0,141,158,176,179,149.28571428571428,154.71428571428572,162.53571428571428,143,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-11-17,1,2016-11-17T00:00:00+00:00,validation,185,3,17,11,46,322,0,199,166,200,204,191.14285714285714,188.5,199.67857142857142,185,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-11-18,1,2016-11-18T00:00:00+00:00,validation,169,4,18,11,46,323,0,148,161,172,165,147.85714285714286,152.71428571428572,161.42857142857142,163,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-11-18,1,2016-11-18T00:00:00+00:00,validation,199,4,18,11,46,323,0,185,199,195,193,193.85714285714286,187.42857142857142,199.0,199,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-11-19,1,2016-11-19T00:00:00+00:00,validation,181,5,19,11,46,324,1,169,138,170,176,149.0,152.5,161.57142857142858,179,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-11-19,1,2016-11-19T00:00:00+00:00,validation,199,5,19,11,46,324,1,199,203,185,189,193.85714285714286,187.71428571428572,199.21428571428572,198,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-11-20,1,2016-11-20T00:00:00+00:00,validation,137,6,20,11,46,325,1,181,131,144,180,155.14285714285714,153.28571428571428,161.75,136,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-11-20,1,2016-11-20T00:00:00+00:00,validation,154,6,20,11,46,325,1,199,193,148,217,193.28571428571428,188.71428571428572,199.57142857142858,154,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-11-21,1,2016-11-21T00:00:00+00:00,validation,102,0,21,11,47,326,0,137,152,147,160,156.0,152.78571428571428,160.21428571428572,99,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-11-21,1,2016-11-21T00:00:00+00:00,validation,207,0,21,11,47,326,0,154,201,186,225,187.71428571428572,189.14285714285714,197.32142857142858,206,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-11-22,1,2016-11-22T00:00:00+00:00,validation,106,1,22,11,47,327,0,102,164,157,171,148.85714285714286,149.57142857142858,158.14285714285714,106,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-11-22,1,2016-11-22T00:00:00+00:00,validation,202,1,22,11,47,327,0,207,177,198,217,188.57142857142858,190.64285714285714,196.67857142857142,205,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-11-23,1,2016-11-23T00:00:00+00:00,validation,105,2,23,11,47,328,0,106,141,155,179,140.57142857142858,145.92857142857142,155.82142857142858,102,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-11-23,1,2016-11-23T00:00:00+00:00,validation,158,2,23,11,47,328,0,202,199,189,224,192.14285714285714,190.92857142857142,196.14285714285714,159,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-11-24,1,2016-11-24T00:00:00+00:00,validation,104,3,24,11,47,329,0,105,148,158,154,135.42857142857142,142.35714285714286,153.17857142857142,97,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-11-24,1,2016-11-24T00:00:00+00:00,validation,130,3,24,11,47,329,0,158,185,166,217,186.28571428571428,188.71428571428572,193.78571428571428,128,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-11-25,1,2016-11-25T00:00:00+00:00,validation,100,4,25,11,47,330,0,104,169,161,161,129.14285714285714,138.5,151.39285714285714,88,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-11-25,1,2016-11-25T00:00:00+00:00,validation,182,4,25,11,47,330,0,130,199,199,214,178.42857142857142,186.14285714285714,190.67857142857142,182,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-11-26,1,2016-11-26T00:00:00+00:00,validation,107,5,26,11,47,331,1,100,181,138,182,119.28571428571429,134.14285714285714,149.21428571428572,103,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-11-26,1,2016-11-26T00:00:00+00:00,validation,162,5,26,11,47,331,1,182,199,203,214,176.0,184.92857142857142,189.53571428571428,160,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-11-27,1,2016-11-27T00:00:00+00:00,validation,66,6,27,11,47,332,1,107,137,131,168,108.71428571428571,131.92857142857142,146.53571428571428,65,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-11-27,1,2016-11-27T00:00:00+00:00,validation,112,6,27,11,47,332,1,162,154,193,218,170.71428571428572,182.0,187.67857142857142,112,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-11-28,1,2016-11-28T00:00:00+00:00,validation,79,0,28,11,48,333,0,66,102,152,178,98.57142857142857,127.28571428571429,142.89285714285714,72,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-11-28,1,2016-11-28T00:00:00+00:00,validation,132,0,28,11,48,333,0,112,207,201,220,164.71428571428572,176.21428571428572,183.89285714285714,129,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-11-29,1,2016-11-29T00:00:00+00:00,validation,90,1,29,11,48,334,0,79,106,164,168,95.28571428571429,122.07142857142857,139.35714285714286,80,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-11-29,1,2016-11-29T00:00:00+00:00,validation,126,1,29,11,48,334,0,132,202,177,190,154.0,171.28571428571428,180.75,123,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-11-30,1,2016-11-30T00:00:00+00:00,validation,60,2,30,11,48,335,0,90,105,141,164,93.0,116.78571428571429,136.57142857142858,55,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-11-30,1,2016-11-30T00:00:00+00:00,validation,104,2,30,11,48,335,0,126,158,199,210,143.14285714285714,167.64285714285714,178.46428571428572,101,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-12-01,1,2016-12-01T00:00:00+00:00,validation,78,3,1,12,48,336,0,60,104,148,176,86.57142857142857,111.0,132.85714285714286,68,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-12-01,1,2016-12-01T00:00:00+00:00,validation,108,3,1,12,48,336,0,104,130,185,200,135.42857142857142,160.85714285714286,174.67857142857142,107,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-12-02,1,2016-12-02T00:00:00+00:00,validation,112,4,2,12,48,337,0,78,100,169,172,82.85714285714286,106.0,129.35714285714286,108,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-12-02,1,2016-12-02T00:00:00+00:00,validation,134,4,2,12,48,337,0,108,182,199,195,132.28571428571428,155.35714285714286,171.39285714285714,138,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-12-03,1,2016-12-03T00:00:00+00:00,validation,130,5,3,12,48,338,1,112,107,181,170,84.57142857142857,101.92857142857143,127.21428571428571,128,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-12-03,1,2016-12-03T00:00:00+00:00,validation,175,5,3,12,48,338,1,134,162,199,185,125.42857142857143,150.71428571428572,169.21428571428572,173,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-12-04,1,2016-12-04T00:00:00+00:00,validation,69,6,4,12,48,339,1,130,66,137,144,87.85714285714286,98.28571428571429,125.78571428571429,68,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-12-04,1,2016-12-04T00:00:00+00:00,validation,142,6,4,12,48,339,1,175,112,154,148,127.28571428571429,149.0,168.85714285714286,144,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-12-05,1,2016-12-05T00:00:00+00:00,validation,104,0,5,12,49,340,0,69,79,102,147,88.28571428571429,93.42857142857143,123.10714285714286,100,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-12-05,1,2016-12-05T00:00:00+00:00,validation,168,0,5,12,49,340,0,142,132,207,186,131.57142857142858,148.14285714285714,168.64285714285714,163,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-12-06,1,2016-12-06T00:00:00+00:00,validation,106,1,6,12,49,341,0,104,90,106,157,91.85714285714286,93.57142857142857,121.57142857142857,104,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-12-06,1,2016-12-06T00:00:00+00:00,validation,127,1,6,12,49,341,0,168,126,202,198,136.71428571428572,145.35714285714286,168.0,125,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-12-07,1,2016-12-07T00:00:00+00:00,validation,105,2,7,12,49,342,0,106,60,105,155,94.14285714285714,93.57142857142857,119.75,107,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-12-07,1,2016-12-07T00:00:00+00:00,validation,133,2,7,12,49,342,0,127,104,158,189,136.85714285714286,140.0,165.46428571428572,129,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-12-08,1,2016-12-08T00:00:00+00:00,validation,104,3,8,12,49,343,0,105,78,104,158,100.57142857142857,93.57142857142857,117.96428571428571,102,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-12-08,1,2016-12-08T00:00:00+00:00,validation,174,3,8,12,49,343,0,133,108,130,166,141.0,138.21428571428572,163.46428571428572,173,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-12-09,1,2016-12-09T00:00:00+00:00,validation,103,4,9,12,49,344,0,104,112,100,161,104.28571428571429,93.57142857142857,116.03571428571429,102,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-12-09,1,2016-12-09T00:00:00+00:00,validation,186,4,9,12,49,344,0,174,134,182,199,150.42857142857142,141.35714285714286,163.75,187,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-12-10,1,2016-12-10T00:00:00+00:00,validation,114,5,10,12,49,345,1,103,130,107,138,103.0,93.78571428571429,113.96428571428571,112,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-12-10,1,2016-12-10T00:00:00+00:00,validation,185,5,10,12,49,345,1,186,175,162,203,157.85714285714286,141.64285714285714,163.28571428571428,179,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-12-11,1,2016-12-11T00:00:00+00:00,validation,49,6,11,12,49,346,1,114,69,66,131,100.71428571428571,94.28571428571429,113.10714285714286,48,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-12-11,1,2016-12-11T00:00:00+00:00,validation,90,6,11,12,49,346,1,185,142,112,193,159.28571428571428,143.28571428571428,162.64285714285714,88,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-12-12,1,2016-12-12T00:00:00+00:00,validation,61,0,12,12,50,347,0,49,104,79,152,97.85714285714286,93.07142857142857,110.17857142857143,55,
