hotel_key,hotel_public_id,target_date,horizon_days,prediction_cutoff,partition,target_room_nights,day_of_week,day_of_month,month,week_of_year,day_of_year,is_weekend,demand_lag_14,demand_lag_28,demand_rolling_mean_7,demand_rolling_mean_14,demand_rolling_mean_28,on_books_room_nights_at_cutoff,rooms_existing_at_cutoff
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-10-05,14,2016-09-22T00:00:00+00:00,train,179,2,5,10,40,279,0,182,182,180.42857142857142,180.07142857142858,180.35714285714286,142,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-10-05,14,2016-09-22T00:00:00+00:00,train,205,2,5,10,40,279,0,224,225,218.71428571428572,218.64285714285714,218.64285714285714,188,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-10-06,14,2016-09-23T00:00:00+00:00,train,178,3,6,10,40,280,0,183,182,180.57142857142858,180.14285714285714,180.35714285714286,147,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-10-06,14,2016-09-23T00:00:00+00:00,train,224,3,6,10,40,280,0,226,226,219.42857142857142,218.64285714285714,218.75,217,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-10-07,14,2016-09-24T00:00:00+00:00,train,180,4,7,10,40,281,0,178,183,180.14285714285714,179.78571428571428,180.25,150,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-10-07,14,2016-09-24T00:00:00+00:00,train,213,4,7,10,40,281,0,226,219,219.71428571428572,219.14285714285714,218.82142857142858,208,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-10-08,14,2016-09-25T00:00:00+00:00,train,179,5,8,10,40,282,1,183,182,180.42857142857142,179.85714285714286,180.25,143,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-10-08,14,2016-09-25T00:00:00+00:00,train,215,5,8,10,40,282,1,223,220,219.85714285714286,219.35714285714286,218.89285714285714,208,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-10-09,14,2016-09-26T00:00:00+00:00,train,178,6,9,10,40,283,1,160,179,177.28571428571428,178.5,179.60714285714286,140,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-10-09,14,2016-09-26T00:00:00+00:00,train,216,6,9,10,40,283,1,180,211,217.0,217.14285714285714,217.39285714285714,215,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-10-10,14,2016-09-27T00:00:00+00:00,train,159,0,10,10,41,284,0,182,181,178.71428571428572,178.57142857142858,179.71428571428572,135,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-10-10,14,2016-09-27T00:00:00+00:00,train,209,0,10,10,41,284,0,207,204,214.57142857142858,217.35714285714286,216.89285714285714,205,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-10-11,14,2016-09-28T00:00:00+00:00,train,152,1,11,10,41,285,0,174,179,177.42857142857142,178.21428571428572,179.57142857142858,122,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-10-11,14,2016-09-28T00:00:00+00:00,train,207,1,11,10,41,285,0,220,225,215.14285714285714,217.0,217.42857142857142,222,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-10-12,14,2016-09-29T00:00:00+00:00,train,177,2,12,10,41,286,0,182,172,177.42857142857142,178.92857142857142,179.96428571428572,164,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-10-12,14,2016-09-29T00:00:00+00:00,train,208,2,12,10,41,286,0,225,225,215.28571428571428,217.0,217.96428571428572,220,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-10-13,14,2016-09-30T00:00:00+00:00,train,176,3,13,10,41,287,0,183,182,177.42857142857142,179.0,179.96428571428572,173,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-10-13,14,2016-09-30T00:00:00+00:00,train,212,3,13,10,41,287,0,192,221,210.42857142857142,214.92857142857142,216.78571428571428,197,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-10-14,14,2016-10-01T00:00:00+00:00,train,181,4,14,10,41,288,0,183,181,178.14285714285714,179.14285714285714,179.96428571428572,183,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-10-14,14,2016-10-01T00:00:00+00:00,train,223,4,14,10,41,288,0,220,224,209.57142857142858,214.64285714285714,216.82142857142858,222,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-10-15,14,2016-10-02T00:00:00+00:00,train,178,5,15,10,41,289,1,184,181,178.28571428571428,179.35714285714286,180.0,175,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-10-15,14,2016-10-02T00:00:00+00:00,train,222,5,15,10,41,289,1,211,222,207.85714285714286,213.85714285714286,216.60714285714286,215,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-10-16,14,2016-10-03T00:00:00+00:00,train,183,6,16,10,41,290,1,179,182,181.0,179.14285714285714,179.89285714285714,178,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-10-16,14,2016-10-03T00:00:00+00:00,train,170,6,16,10,41,290,1,193,200,209.71428571428572,213.35714285714286,216.03571428571428,164,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-10-17,14,2016-10-04T00:00:00+00:00,train,155,0,17,10,42,291,0,172,172,179.57142857142858,179.14285714285714,179.60714285714286,141,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-10-17,14,2016-10-04T00:00:00+00:00,train,207,0,17,10,42,291,0,220,224,211.57142857142858,213.07142857142858,216.25,194,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-10-18,14,2016-10-05T00:00:00+00:00,train,174,1,18,10,42,292,0,184,183,181.0,179.21428571428572,179.64285714285714,151,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-10-18,14,2016-10-05T00:00:00+00:00,train,211,1,18,10,42,292,0,213,216,210.57142857142858,212.85714285714286,215.78571428571428,213,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-10-19,14,2016-10-06T00:00:00+00:00,train,172,2,19,10,42,293,0,179,182,180.57142857142858,179.0,179.53571428571428,143,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-10-19,14,2016-10-06T00:00:00+00:00,train,205,2,19,10,42,293,0,205,224,207.71428571428572,211.5,215.07142857142858,209,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-10-20,14,2016-10-07T00:00:00+00:00,train,179,3,20,10,42,294,0,178,183,179.85714285714286,178.64285714285714,179.39285714285714,165,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-10-20,14,2016-10-07T00:00:00+00:00,train,204,3,20,10,42,294,0,224,226,212.28571428571428,211.35714285714286,215.0,202,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-10-21,14,2016-10-08T00:00:00+00:00,train,165,4,21,10,42,295,0,180,178,179.42857142857142,178.78571428571428,179.28571428571428,157,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-10-21,14,2016-10-08T00:00:00+00:00,train,193,4,21,10,42,295,0,213,226,211.28571428571428,210.42857142857142,214.78571428571428,193,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-10-22,14,2016-10-09T00:00:00+00:00,train,176,5,22,10,42,296,1,179,183,178.71428571428572,178.5,179.17857142857142,173,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-10-22,14,2016-10-09T00:00:00+00:00,train,189,5,22,10,42,296,1,215,223,211.85714285714286,209.85714285714286,214.60714285714286,176,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-10-23,14,2016-10-10T00:00:00+00:00,train,180,6,23,10,42,297,1,178,160,178.57142857142858,179.78571428571428,179.14285714285714,175,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-10-23,14,2016-10-10T00:00:00+00:00,train,217,6,23,10,42,297,1,216,180,215.14285714285714,212.42857142857142,214.78571428571428,222,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-10-24,14,2016-10-11T00:00:00+00:00,train,160,0,24,10,43,298,0,159,182,176.71428571428572,178.14285714285714,178.35714285714286,139,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-10-24,14,2016-10-11T00:00:00+00:00,train,225,0,24,10,43,298,0,209,207,213.57142857142858,212.57142857142858,214.96428571428572,218,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-10-25,14,2016-10-12T00:00:00+00:00,train,171,1,25,10,43,299,0,152,174,172.14285714285714,176.57142857142858,177.39285714285714,148,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-10-25,14,2016-10-12T00:00:00+00:00,train,217,1,25,10,43,299,0,207,220,212.71428571428572,211.64285714285714,214.32142857142858,183,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-10-26,14,2016-10-13T00:00:00+00:00,train,179,2,26,10,43,300,0,177,182,171.85714285714286,176.21428571428572,177.57142857142858,141,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-10-26,14,2016-10-13T00:00:00+00:00,train,224,2,26,10,43,300,0,208,225,213.14285714285714,210.42857142857142,213.71428571428572,193,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-10-27,14,2016-10-14T00:00:00+00:00,train,154,3,27,10,43,301,0,176,183,171.57142857142858,175.71428571428572,177.35714285714286,127,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-10-27,14,2016-10-14T00:00:00+00:00,train,217,3,27,10,43,301,0,212,192,211.42857142857142,211.85714285714286,213.39285714285714,193,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-10-28,14,2016-10-15T00:00:00+00:00,train,161,4,28,10,43,302,0,181,183,171.71428571428572,175.57142857142858,177.35714285714286,139,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-10-28,14,2016-10-15T00:00:00+00:00,train,214,4,28,10,43,302,0,223,220,212.85714285714286,212.07142857142858,213.35714285714286,214,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-10-29,14,2016-10-16T00:00:00+00:00,train,182,5,29,10,43,303,1,178,184,171.57142857142858,175.14285714285714,177.25,163,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-10-29,14,2016-10-16T00:00:00+00:00,train,214,5,29,10,43,303,1,222,211,213.85714285714286,212.85714285714286,213.35714285714286,209,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-10-30,14,2016-10-17T00:00:00+00:00,train,168,6,30,10,43,304,1,183,179,172.28571428571428,175.42857142857142,177.28571428571428,151,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-10-30,14,2016-10-17T00:00:00+00:00,train,218,6,30,10,43,304,1,170,193,207.28571428571428,211.21428571428572,212.28571428571428,213,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-10-31,14,2016-10-18T00:00:00+00:00,train,178,0,31,10,44,305,0,155,172,171.71428571428572,174.21428571428572,176.67857142857142,152,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-10-31,14,2016-10-18T00:00:00+00:00,train,220,0,31,10,44,305,0,207,220,207.0,210.28571428571428,211.67857142857142,196,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-11-01,14,2016-10-19T00:00:00+00:00,train,168,1,1,11,44,306,0,174,184,174.85714285714286,173.5,176.35714285714286,150,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-11-01,14,2016-10-19T00:00:00+00:00,train,190,1,1,11,44,306,0,211,213,207.57142857142858,210.14285714285714,211.5,186,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-11-02,14,2016-10-20T00:00:00+00:00,train,164,2,2,11,44,307,0,172,179,174.14285714285714,173.0,176.0,140,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-11-02,14,2016-10-20T00:00:00+00:00,train,210,2,2,11,44,307,0,205,205,207.14285714285714,210.14285714285714,210.82142857142858,202,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-11-03,14,2016-10-21T00:00:00+00:00,train,176,3,3,11,44,308,0,179,178,174.57142857142858,173.07142857142858,175.85714285714286,147,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-11-03,14,2016-10-21T00:00:00+00:00,train,200,3,3,11,44,308,0,204,224,206.0,208.71428571428572,210.03571428571428,196,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-11-04,14,2016-10-22T00:00:00+00:00,train,172,4,4,11,44,309,0,165,180,172.28571428571428,172.0,175.39285714285714,142,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-11-04,14,2016-10-22T00:00:00+00:00,train,195,4,4,11,44,309,0,193,213,201.71428571428572,207.28571428571428,208.85714285714286,204,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-11-05,14,2016-10-23T00:00:00+00:00,train,170,5,5,11,44,310,1,176,179,172.0,171.78571428571428,175.14285714285714,145,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-11-05,14,2016-10-23T00:00:00+00:00,train,185,5,5,11,44,310,1,189,215,197.0,205.42857142857142,207.64285714285714,158,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-11-06,14,2016-10-24T00:00:00+00:00,train,144,6,6,11,44,311,1,180,178,171.57142857142858,171.92857142857142,175.85714285714286,136,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-11-06,14,2016-10-24T00:00:00+00:00,train,148,6,6,11,44,311,1,217,216,203.71428571428572,205.5,208.96428571428572,146,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-11-07,14,2016-10-25T00:00:00+00:00,train,147,0,7,11,45,312,0,160,159,172.28571428571428,172.0,175.07142857142858,126,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-11-07,14,2016-10-25T00:00:00+00:00,train,186,0,7,11,45,312,0,225,209,206.28571428571428,206.64285714285714,209.60714285714286,171,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-11-08,14,2016-10-26T00:00:00+00:00,train,157,1,8,11,45,313,0,171,152,171.85714285714286,173.35714285714286,174.96428571428572,135,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-11-08,14,2016-10-26T00:00:00+00:00,train,198,1,8,11,45,313,0,217,207,207.14285714285714,207.35714285714286,209.5,174,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-11-09,14,2016-10-27T00:00:00+00:00,train,155,2,9,11,45,314,0,179,177,172.85714285714286,173.5,174.85714285714286,137,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-11-09,14,2016-10-27T00:00:00+00:00,train,189,2,9,11,45,314,0,224,208,209.85714285714286,208.5,209.46428571428572,176,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-11-10,14,2016-10-28T00:00:00+00:00,validation,158,3,10,11,45,315,0,154,176,169.28571428571428,171.92857142857142,173.82142857142858,148,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-11-10,14,2016-10-28T00:00:00+00:00,validation,166,3,10,11,45,315,0,217,212,211.71428571428572,208.85714285714286,210.35714285714286,144,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-11-11,14,2016-10-29T00:00:00+00:00,validation,161,4,11,11,45,316,0,161,181,168.71428571428572,170.5,173.03571428571428,154,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-11-11,14,2016-10-29T00:00:00+00:00,validation,199,4,11,11,45,316,0,214,223,214.71428571428572,208.21428571428572,210.14285714285714,185,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-11-12,14,2016-10-30T00:00:00+00:00,validation,138,5,12,11,45,317,1,182,178,169.57142857142858,170.78571428571428,172.96428571428572,128,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-11-12,14,2016-10-30T00:00:00+00:00,validation,203,5,12,11,45,317,1,214,222,218.28571428571428,207.64285714285714,210.25,202,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-11-13,14,2016-10-31T00:00:00+00:00,validation,131,6,13,11,45,318,1,168,183,167.85714285714286,169.71428571428572,172.57142857142858,111,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-11-13,14,2016-10-31T00:00:00+00:00,validation,193,6,13,11,45,318,1,218,170,218.42857142857142,211.07142857142858,211.14285714285714,186,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-11-14,14,2016-11-01T00:00:00+00:00,validation,152,0,14,11,46,319,0,178,155,170.42857142857142,171.35714285714286,172.78571428571428,117,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-11-14,14,2016-11-01T00:00:00+00:00,validation,201,0,14,11,46,319,0,220,207,217.71428571428572,212.0,211.14285714285714,171,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-11-15,14,2016-11-02T00:00:00+00:00,validation,164,1,15,11,46,320,0,168,174,170.0,170.92857142857142,172.21428571428572,117,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-11-15,14,2016-11-02T00:00:00+00:00,validation,177,1,15,11,46,320,0,190,211,213.85714285714286,210.5,210.32142857142858,155,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-11-16,14,2016-11-03T00:00:00+00:00,validation,141,2,16,11,46,321,0,164,172,167.85714285714286,170.35714285714286,171.67857142857142,111,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-11-16,14,2016-11-03T00:00:00+00:00,validation,199,2,16,11,46,321,0,210,205,211.85714285714286,210.85714285714286,210.5,165,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-11-17,14,2016-11-04T00:00:00+00:00,validation,148,3,17,11,46,322,0,176,179,171.0,170.14285714285714,171.60714285714286,118,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-11-17,14,2016-11-04T00:00:00+00:00,validation,185,3,17,11,46,322,0,200,204,209.42857142857142,210.57142857142858,209.64285714285714,166,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-11-18,14,2016-11-05T00:00:00+00:00,validation,169,4,18,11,46,323,0,172,165,172.57142857142858,170.64285714285714,171.32142857142858,144,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-11-18,14,2016-11-05T00:00:00+00:00,validation,199,4,18,11,46,323,0,195,193,206.71428571428572,210.71428571428572,209.0,188,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-11-19,14,2016-11-06T00:00:00+00:00,validation,181,5,19,11,46,324,1,170,176,170.85714285714286,170.21428571428572,171.0,141,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-11-19,14,2016-11-06T00:00:00+00:00,validation,199,5,19,11,46,324,1,185,189,202.57142857142858,210.42857142857142,207.92857142857142,181,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-11-20,14,2016-11-07T00:00:00+00:00,validation,137,6,20,11,46,325,1,144,180,167.42857142857142,167.64285714285714,169.78571428571428,117,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-11-20,14,2016-11-07T00:00:00+00:00,validation,154,6,20,11,46,325,1,148,217,192.57142857142858,205.5,205.5,137,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-11-21,14,2016-11-08T00:00:00+00:00,validation,102,0,21,11,47,326,0,147,160,163.0,166.71428571428572,169.35714285714286,76,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-11-21,14,2016-11-08T00:00:00+00:00,validation,207,0,21,11,47,326,0,186,225,187.71428571428572,202.71428571428572,204.67857142857142,191,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-11-22,14,2016-11-09T00:00:00+00:00,validation,106,1,22,11,47,327,0,157,171,161.42857142857142,165.71428571428572,169.53571428571428,72,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-11-22,14,2016-11-09T00:00:00+00:00,validation,202,1,22,11,47,327,0,198,217,188.85714285714286,201.35714285714286,204.35714285714286,189,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-11-23,14,2016-11-10T00:00:00+00:00,validation,105,2,23,11,47,328,0,155,179,160.14285714285714,164.0,168.75,72,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-11-23,14,2016-11-10T00:00:00+00:00,validation,158,2,23,11,47,328,0,189,224,185.85714285714286,198.85714285714286,203.67857142857142,132,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-11-24,14,2016-11-11T00:00:00+00:00,validation,104,3,24,11,47,329,0,158,154,157.57142857142858,164.28571428571428,168.10714285714286,71,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-11-24,14,2016-11-11T00:00:00+00:00,validation,130,3,24,11,47,329,0,166,217,181.0,195.21428571428572,202.03571428571428,105,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-11-25,14,2016-11-12T00:00:00+00:00,validation,100,4,25,11,47,330,0,161,161,156.0,164.28571428571428,167.39285714285714,71,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-11-25,14,2016-11-12T00:00:00+00:00,validation,182,4,25,11,47,330,0,199,214,181.57142857142858,194.14285714285714,201.17857142857142,162,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-11-26,14,2016-11-13T00:00:00+00:00,validation,107,5,26,11,47,331,1,138,182,151.42857142857142,161.14285714285714,165.96428571428572,68,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-11-26,14,2016-11-13T00:00:00+00:00,validation,162,5,26,11,47,331,1,203,214,184.14285714285714,193.35714285714286,200.5,145,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-11-27,14,2016-11-14T00:00:00+00:00,validation,66,6,27,11,47,332,1,131,168,149.57142857142858,158.5,164.10714285714286,44,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-11-27,14,2016-11-14T00:00:00+00:00,validation,112,6,27,11,47,332,1,193,218,190.57142857142858,191.57142857142858,201.32142857142858,113,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-11-28,14,2016-11-15T00:00:00+00:00,validation,79,0,28,11,48,333,0,152,178,150.28571428571428,156.64285714285714,164.0,52,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-11-28,14,2016-11-15T00:00:00+00:00,validation,132,0,28,11,48,333,0,201,220,192.71428571428572,190.21428571428572,201.10714285714286,137,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-11-29,14,2016-11-16T00:00:00+00:00,validation,90,1,29,11,48,334,0,164,168,151.28571428571428,156.35714285714286,163.64285714285714,70,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-11-29,14,2016-11-16T00:00:00+00:00,validation,126,1,29,11,48,334,0,177,190,189.71428571428572,189.28571428571428,199.89285714285714,119,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-11-30,14,2016-11-17T00:00:00+00:00,validation,60,2,30,11,48,335,0,141,164,149.28571428571428,154.71428571428572,162.53571428571428,51,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-11-30,14,2016-11-17T00:00:00+00:00,validation,104,2,30,11,48,335,0,199,210,191.14285714285714,188.5,199.67857142857142,81,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-12-01,14,2016-11-18T00:00:00+00:00,validation,78,3,1,12,48,336,0,148,176,147.85714285714286,152.71428571428572,161.42857142857142,56,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-12-01,14,2016-11-18T00:00:00+00:00,validation,108,3,1,12,48,336,0,185,200,193.85714285714286,187.42857142857142,199.0,95,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-12-02,14,2016-11-19T00:00:00+00:00,validation,112,4,2,12,48,337,0,169,172,149.0,152.5,161.57142857142858,80,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-12-02,14,2016-11-19T00:00:00+00:00,validation,134,4,2,12,48,337,0,199,195,193.85714285714286,187.71428571428572,199.21428571428572,138,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-12-03,14,2016-11-20T00:00:00+00:00,validation,130,5,3,12,48,338,1,181,170,155.14285714285714,153.28571428571428,161.75,110,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-12-03,14,2016-11-20T00:00:00+00:00,validation,175,5,3,12,48,338,1,199,185,193.28571428571428,188.71428571428572,199.57142857142858,173,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-12-04,14,2016-11-21T00:00:00+00:00,validation,69,6,4,12,48,339,1,137,144,156.0,152.78571428571428,160.21428571428572,54,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-12-04,14,2016-11-21T00:00:00+00:00,validation,142,6,4,12,48,339,1,154,148,187.71428571428572,189.14285714285714,197.32142857142858,146,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-12-05,14,2016-11-22T00:00:00+00:00,validation,104,0,5,12,49,340,0,102,147,148.85714285714286,149.57142857142858,158.14285714285714,87,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-12-05,14,2016-11-22T00:00:00+00:00,validation,168,0,5,12,49,340,0,207,186,188.57142857142858,190.64285714285714,196.67857142857142,147,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-12-06,14,2016-11-23T00:00:00+00:00,validation,106,1,6,12,49,341,0,106,157,140.57142857142858,145.92857142857142,155.82142857142858,87,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-12-06,14,2016-11-23T00:00:00+00:00,validation,127,1,6,12,49,341,0,202,198,192.14285714285714,190.92857142857142,196.14285714285714,117,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-12-07,14,2016-11-24T00:00:00+00:00,validation,105,2,7,12,49,342,0,105,155,135.42857142857142,142.35714285714286,153.17857142857142,101,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-12-07,14,2016-11-24T00:00:00+00:00,validation,133,2,7,12,49,342,0,158,189,186.28571428571428,188.71428571428572,193.78571428571428,121,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-12-08,14,2016-11-25T00:00:00+00:00,validation,104,3,8,12,49,343,0,104,158,129.14285714285714,138.5,151.39285714285714,100,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-12-08,14,2016-11-25T00:00:00+00:00,validation,174,3,8,12,49,343,0,130,166,178.42857142857142,186.14285714285714,190.67857142857142,171,
